titulo,autores,anio,revista,doi,bloque,consulta,fuente_api
GAP: A graphical environment for matrix visualization and cluster analysis,"Wu, Han-Ming; Tien, Yin-Jing; Chen, Chun-houh",2010,Computational Statistics &amp; Data Analysis,10.1016/j.csda.2008.09.029,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Analysis and processing the 3d-range-image-data for robot monitoring,"Kohoutek, Tobias",2012,Geodesy and Cartography,10.3846/1392-1541.2008.34.92-96,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Quality of life predicts outcome in a heart failure disease management program,"O'Loughlin, Christina; Murphy, Niamh F.; Conlon, Carmel; O'Donovan, Aoife; Ledwidge, Mark; McDonald, Ken",2010,International Journal of Cardiology,10.1016/j.ijcard.2008.09.003,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Mining and visualising ordinal data with non-parametric continuous BBNs,"Hanea, A.M.; Kurowicka, D.; Cooke, R.M.; Ababei, D.A.",2010,Computational Statistics &amp; Data Analysis,10.1016/j.csda.2008.09.032,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Missing agricultural price data: an application of mixed estimation,"Castillo, Maria Jose; Useche, Pilar P.; Moss, Charles B.",2010,Applied Economics Letters,10.1080/13504850802167207,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Distributed evolutionary Monte Carlo for Bayesian computing,"Hu, Bo; Tsui, Kam-Wah",2010,Computational Statistics &amp; Data Analysis,10.1016/j.csda.2008.10.025,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
VLBI_UDP: An application for transporting VLBI data using the UDP protocol,"Casey, Simon; Hughes-Jones, Richard; Spencer, Ralph; Strong, Matthew; Burgess, Paul; Szomoru, Arpad; Greenwood, Colin",2010,Future Generation Computer Systems,10.1016/j.future.2008.10.006,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Experimental study of heat transfer intensification by using a novel combined shelf in food refrigerated display cabinets (Experimental study of a novel cabinets),"Lu, Y.L.; Zhang, W.H.; Yuan, P.; Xue, M.D.; Qu, Z.G.; Tao, W.Q.",2010,Applied Thermal Engineering,10.1016/j.applthermaleng.2008.10.003,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Identification of botanical biomarkers found in Corsican honey,"Donarski, James A.; Jones, Stephen A.; Harrison, Mark; Driffield, Malcolm; Charlton, Adrian J.",2010,Food Chemistry,10.1016/j.foodchem.2008.10.033,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
A simple one-step PCR method for the identification between European and American razor clams species,"Fernández-Tajes, Juan; Freire, Ruth; Méndez, Josefina",2010,Food Chemistry,10.1016/j.foodchem.2008.10.043,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Multi-aspect data analysis for investigating human computation mechanism,"Motomura, Shinichi; Zhong, Ning",2010,Cognitive Systems Research,10.1016/j.cogsys.2008.08.010,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Prediction of the identity of fats and oils by their fatty acid, triacylglycerol and volatile compositions using PLS-DA","van Ruth, S.M.; Villegas, B.; Akkermans, W.; Rozijn, M.; van der Kamp, H.; Koot, A.",2010,Food Chemistry,10.1016/j.foodchem.2008.10.047,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Examining preschoolers' nutrition knowledge using a meal creation and food group classification task: age and gender differences,"Holub, Shayla C.; Musher‐Eizenman, Dara R.",2010,Early Child Development and Care,10.1080/03004430802396027,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
SLM‐based data position permutation method for PAPR reduction in OFDM systems,"Wen, Jyh‐Horng; Lee, Shu‐Hong; Kung, Chih‐Chung",2013,Wireless Communications and Mobile Computing,10.1002/wcm.709,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Density Conscious Subspace Clustering for High-Dimensional Data,"Chu, Yi-Hong; Huang, Jen-Wei; Chuang, Kun-Ta; Yang, De-Nian; Chen, Ming-Syan",2010,IEEE Transactions on Knowledge and Data Engineering,10.1109/tkde.2008.224,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Mumijo Traditional Medicine: Fossil Deposits from Antarctica (Chemical Composition and Beneficial Bioactivity),"Aiello, Anna; Fattorusso, Ernesto; Menna, Marialuisa; Vitalone, Rocco; Schröder, Heinz C.; Müller, Werner E. G.",2011,Evidence-Based Complementary and Alternative Medicine,10.1093/ecam/nen072,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Temporal variability of the elemental composition of African dust measured in trade wind aerosols at Barbados and Miami,"Trapp, John Michael; Millero, Frank J.; Prospero, Joseph M.",2010,Marine Chemistry,10.1016/j.marchem.2008.10.004,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Towards a multiplex cereal traceability tool using padlock probe ligation on genomic DNA,"Prins, Theo W.; van Dijk, Jeroen P.; Angeline Van Hoef, A.M.; Voorhuijzen, Marleen M.; Broeders, Sylvia; Trapmann, Stefanie; Seyfarth, Ralf; Pardigol, Andreas; Schoen, Cor D.; Aarts, Henk J.M.; Kok, Esther J.",2010,Food Chemistry,10.1016/j.foodchem.2008.10.085,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
A welfare estimation of beach recreation with aggregate data,"Marvasti, Akbar",2010,Applied Economics,10.1080/00036840802498813,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Implementing Bayesian predictive procedures: The K-prime and K-square distributions,"Poitevineau, Jacques; Lecoutre, Bruno",2010,Computational Statistics &amp; Data Analysis,10.1016/j.csda.2008.11.004,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Adaptive Quality Guided Phase Unwrapping Algorithm for Whole‐Field Digital Photoelastic Parameter Estimation of Complex Models,"Ramji, M.; Ramesh, K.",2010,Strain,10.1111/j.1475-1305.2008.00431.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Acceleration of the EM algorithm via extrapolation methods: Review, comparison and new methods","Saâdaoui, Foued",2010,Computational Statistics &amp; Data Analysis,10.1016/j.csda.2008.11.011,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Appending limited clinical data to an administrative database for assessing institutional quality outliers for AMI care: Does it matter?,"Weller, Wendy E.; Kabra, Garima; Cozzens, Kimberly S.; Hannan, Edward L.",2010,International Journal of Cardiology,10.1016/j.ijcard.2008.11.003,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Effects of using specific versus general data in social program research,"Hauge, Janice A.; Jamison, Mark A.",2010,Applied Economics,10.1080/00036840701721653,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Effects of dietary phospholipid and highly unsaturated fatty acid on the gonadal development, tissue proximate composition, lipid class and fatty acid composition of precocious Chinese mitten crab,<i>Eriocheir sinensis</i>","WU, X.; CHANG, G.; CHENG, Y.; ZENG, C.; SOUTHGATE, P.C.; LU, J.",2010,Aquaculture Nutrition,10.1111/j.1365-2095.2008.00637.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Lepp terminal centroid method for quality triangulation,"Rivara, Maria-Cecilia; Calderon, Carlo",2010,Computer-Aided Design,10.1016/j.cad.2008.11.004,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Lithospheric composition and thermal structure of the Arabian Shield in Jordan,"Förster, H.-J.; Förster, A.; Oberhänsli, R.; Stromeyer, D.",2010,Tectonophysics,10.1016/j.tecto.2008.11.014,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Tissue oxygenation and haemoglobin kinetics as a function of depth in two shoulder muscles differing in fibre-type composition,"Jensen, B.R.; Krag, I.R.; Bronée, L.; Crenshaw, A.G.",2010,International Journal of Industrial Ergonomics,10.1016/j.ergon.2008.10.002,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Body composition, smoking, and spontaneous dizygotic twinning","Hoekstra, Chantal; Willemsen, Gonneke; van Beijsterveldt, C.E.M. Toos; Lambalk, Cornelius B.; Montgomery, Grant W.; Boomsma, Dorret I.",2010,Fertility and Sterility,10.1016/j.fertnstert.2008.10.012,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Clinical data and parenthood of 63 infertile and Y-microdeleted men,"Patrat, Catherine; Bienvenu, Thierry; Janny, Laurent; Faure, Anne-Karen; Fauque, Patricia; Aknin-Seifer, Isabelle; Davy, Céline; Thiounn, Nicolas; Jouannet, Pierre; Lévy, Rachel",2010,Fertility and Sterility,10.1016/j.fertnstert.2008.10.033,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Robust concentration graph model selection,"Gottard, Anna; Pacillo, Simona",2010,Computational Statistics &amp; Data Analysis,10.1016/j.csda.2008.11.021,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Verification of the geological origin of bottled mineral water using artificial neural networks,"Grošelj, Neva; van der Veer, Grishja; Tušar, Marjan; Vračko, Marjan; Novič, Marjana",2010,Food Chemistry,10.1016/j.foodchem.2008.11.085,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Quality coordination and complementary products,"Bilotkach, Volodymyr",2010,Applied Economics,10.1080/00036840701749043,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
FUZZY CLUSTERING MODELING AND EVALUATION OF SURFACE INTERACTIONS AND EMULSIONS OF SELECTED WHEAT PROTEIN COMBINED TO IOTA‐CARRAGEENAN AND GUM ARABIC SOLUTIONS,"ABU‐GHOUSH, MAHMOUD; SAMHOURI, MURAD; YASEEN, EMAD; HERALD, THOMAS",2010,Journal of Food Process Engineering,10.1111/j.1745-4530.2008.00324.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Inhibition of Penicillium nordicum in MRS medium by lactic acid bacteria isolated from foods,"Schillinger, Ulrich; Villarreal, Jéssica Varela",2010,Food Control,10.1016/j.foodcont.2008.11.010,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Promoting symmetric weight selection in data envelopment analysis: A penalty function approach,"Dimitrov, Stanko; Sutton, Warren",2010,European Journal of Operational Research,10.1016/j.ejor.2008.11.043,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Effect of Docosahexaenoic Acid on Quality of Cryopreserved Boar Semen in Different Breeds,"Kaeoket, K; Sang‐urai, P; Thamniyom, A; Chanapiwat, P; Techakumphu, M",2010,Reproduction in Domestic Animals,10.1111/j.1439-0531.2008.01239.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Effects of Thawing Temperature and Post-thaw Dilution on the Quality of Cat Spermatozoa,"Chatdarong, K; Thuwanut, P; Manee-in, S; Lohachit, C; Axnér, E",2010,Reproduction in Domestic Animals,10.1111/j.1439-0531.2008.01218.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Quality and Fertilizing Ability<i>In Vivo</i>of Sex-Sorted Stallion Spermatozoa,"Mari, G; Rizzato, G; Merlo, B; Iacono, E; Bucci, D; Seren, E; Tamanini, C; Galeati, G; Spinaci, M",2010,Reproduction in Domestic Animals,10.1111/j.1439-0531.2008.01314.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
A dynamic Mincer equation with an application to Portuguese data,"Andini, Corrado",2010,Applied Economics,10.1080/00036840701765429,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Is Query Reuse Potentially Harmful? Anchoring and Adjustment in Adapting Existing Database Queries,"Allen, Gove; Parsons, Jeffrey",2010,Information Systems Research,10.1287/isre.1080.0189,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Willingness-to-Pay Stated Preferences for 8 Health-Related Quality-of-Life Domains in Psoriatic Arthritis: A Pilot Study,"Hu, Stephanie W.; Holt, Elizabeth W.; Husni, M. Elaine; Qureshi, Abrar A.",2010,Seminars in Arthritis and Rheumatism,10.1016/j.semarthrit.2008.10.005,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
International Differences in Wage Inequality: A New Glance with European Matched Employer–Employee Data,"Simón, Hipólito",2010,British Journal of Industrial Relations,10.1111/j.1467-8543.2008.00708.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
CT–MR image data fusion for computer-assisted navigated surgery of orbital tumors,"Nemec, Stefan Franz; Peloschek, Philipp; Schmook, Maria Theresa; Krestan, Christian Robert; Hauff, Wolfgang; Matula, Christian; Czerny, Christian",2010,European Journal of Radiology,10.1016/j.ejrad.2008.11.003,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Resource-aware and quality-fair video-streaming using multiple adaptive TCP connections,"Jung, Young H.; Choe, Yoonsik",2010,Computers &amp; Electrical Engineering,10.1016/j.compeleceng.2008.11.009,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Effect of N-acetyl-L-cysteine Supplementation in Semen Extenders on Semen Quality and Reactive Oxygen Species of Chilled Canine Spermatozoa,"Michael, AJ; Alexopoulos, C; Pontiki, EA; Hadjipavlou-Litina, DJ; Saratsis, P; Ververidis, HN; Boscos, CM",2010,Reproduction in Domestic Animals,10.1111/j.1439-0531.2008.01202.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
MICROBIAL ANALYSIS AND TEXTURAL PROPERTIES OF CANTONESE SAUSAGE,"WU, YANTAO; ZHAO, MOUMING; YANG, BAO; SUN, WEIZHENG; CUI, CHUN; MU, LIXIA",2010,Journal of Food Process Engineering,10.1111/j.1745-4530.2008.00255.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
SUPERCRITICAL CARBON DIOXIDE SELECTIVITY TO FRACTIONATE PHENOLIC COMPOUNDS FROM THE DRY ETHANOLIC EXTRACT OF PROPOLIS,"PAVIANI, LOSIANE C.; DARIVA, CLAUDIO; MARCUCCI, MARIA C.; CABRAL, FERNANDO A.",2010,Journal of Food Process Engineering,10.1111/j.1745-4530.2008.00256.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
A model and prototype implementation for tracking and tracing agricultural batch products along the food chain,"Ruiz-Garcia, L.; Steinberger, G.; Rothmund, M.",2010,Food Control,10.1016/j.foodcont.2008.12.003,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Aflatoxin M1 contamination in milk from five dairy species in Pakistan,"Hussain, Imtiaz; Anwar, Jamil; Asi, Muhammad Rafiq; Munawar, Munawar Ali; Kashif, Muhammad",2010,Food Control,10.1016/j.foodcont.2008.12.004,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Wiener processes with random effects for degradation data,"Wang, Xiao",2010,Journal of Multivariate Analysis,10.1016/j.jmva.2008.12.007,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Is residual neurovascular tissue on prostatectomy specimens associated with surgeon intent at nerve-sparing and postoperative quality of life measures?,"Bradford, Timothy J.; Weizer, Alon Z.; Gilbert, Scott M.; Dunn, Rodney L.; Wojno, Kirk; Shah, Rajal; Wood, David P.",2010,Urologic Oncology: Seminars and Original Investigations,10.1016/j.urolonc.2008.09.042,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Self-esteem and personality in subjects with and without body dysmorphic disorder traits undergoing cosmetic rhinoplasty: preliminary data,"Pecorari, G.; Gramaglia, C.; Garzaro, M.; Abbate-Daga, G.; Cavallo, G.P.; Giordano, C.; Fassino, S.",2010,"Journal of Plastic, Reconstructive &amp; Aesthetic Surgery",10.1016/j.bjps.2008.11.070,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Influence of processing on the levels of amines and proline and on the physico-chemical characteristics of concentrated orange juice,"Vieira, Silvia Mendonça; Silva, Tarliane Maria; Glória, Maria Beatriz Abreu",2010,Food Chemistry,10.1016/j.foodchem.2008.12.069,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
On the structure and surface chemical composition of indium–tin oxide films prepared by long-throw magnetron sputtering,"Chuang, M.J.; Huang, H.F.; Wen, C.H.; Chu, A.K.",2010,Thin Solid Films,10.1016/j.tsf.2008.10.146,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
SQA: a software tool for integrated sediment quality evaluation based on the Weight-Of-Evidence procedure,"Khosrovyan, Alla; DelValls, T. Angel; Martin-Diaz, Laura; Morales-Caselles, Carmen; Riba, Inmaculada",2010,Environmental Modelling &amp; Software,10.1016/j.envsoft.2008.12.003,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Dependency on prioritized data in the delay analysis of foundation fieldbus,"Lee, Yong Hee; Hong, Seung Ho",2010,Control Engineering Practice,10.1016/j.conengprac.2008.11.003,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Quality of security through triple key scheme in wireless sensor networks,"Zia, Tanveer A.; Zomaya, Albert Y.",2010,Wireless Communications and Mobile Computing,10.1002/wcm.733,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Support in the first stage of labour from a female relative: the first step in improving the quality of maternity services,"Khresheh, R.",2010,Midwifery,10.1016/j.midw.2008.11.003,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Impact of image noise levels, scout scan dose and lens shield on image quality and radiation exposure in z-axis dose-modulated neck MSCT on 16- and 64-slice Toshiba Aquilion scanners","Bauknecht, Hans-Christian; Jach, Cornelia; Bohner, Georg; Meyer, Henning; Scheurig, Christian; Siebert, Eberhard; Klingebiel, Randolf",2010,European Journal of Radiology,10.1016/j.ejrad.2008.11.015,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"A semi-oriented radial measure for measuring the efficiency of decision making units with negative data, using DEA","Emrouznejad, Ali; Anouze, Abdel Latef; Thanassoulis, Emmanuel",2010,European Journal of Operational Research,10.1016/j.ejor.2009.01.001,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Comparison of essential oils compositions of Nepeta persica obtained by supercritical carbon dioxide extraction and steam distillation methods,"Khajeh, Mostafa; Yamini, Yadollah; Shariati, Shahab",2010,Food and Bioproducts Processing,10.1016/j.fbp.2008.11.003,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Effects of humic substances supplementation provided through drinking water on performance, carcass traits and meat quality of broilers","Ozturk, E.; Ocak, N.; Coskun, I.; Turhan, S.; Erener, G.",2010,Journal of Animal Physiology and Animal Nutrition,10.1111/j.1439-0396.2008.00886.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Sunflower oil supplementation alters meat quality but not performance of growing partridges (<i>Alectoris chukar</i>),"Gülşen, N.; Umucalılar, H. D.; Kırıkçı, K.; Hayirli, A.; Aktümsek, A.; Alaşahan, S.",2010,Journal of Animal Physiology and Animal Nutrition,10.1111/j.1439-0396.2008.00899.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Effects of carbohydrate sources on growth, body composition and tissue lipid deposition of blackspot seabream,<i>Pagellus bogaraveo</i>(Brunnich)","Valente, Luísa M. P.; Olmedo, Mercedes; Borges, Pedro; Soares, Silvia; Gomes, Emidio F. S.; Álvarez-Blázquez, Blanca; Pazos, Gemma; Linares, Fatima",2010,Journal of Animal Physiology and Animal Nutrition,10.1111/j.1439-0396.2008.00900.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
A low intake of antioxidant nutrients is associated with poor semen quality in patients attending fertility clinics,"Mendiola, Jaime; Torres-Cantero, Alberto M.; Vioque, Jesús; Moreno-Grau, José M.; Ten, Jorge; Roca, Manuela; Moreno-Grau, Stella; Bernabeu, Rafael",2010,Fertility and Sterility,10.1016/j.fertnstert.2008.10.075,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Better data needed: everyone agrees, but no one wants to pay","AbouZahr, Carla; Gollogly, Laragh; Stevens, Gretchen",2010,The Lancet,10.1016/s0140-6736(09)60004-0,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Health-related quality of life following a surgical weight loss intervention,"Sutton, Douglas; Raines, Deborah A.",2010,Applied Nursing Research,10.1016/j.apnr.2008.01.001,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Effect of different drying conditions on the vitamin C (ascorbic acid) content of Hayward kiwifruits (Actinidia deliciosa Planch),"Kaya, Ahmet; Aydın, Orhan; Kolaylı, Sevgi",2010,Food and Bioproducts Processing,10.1016/j.fbp.2008.12.001,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Adolescent Filial Piety as a Moderator between Perceived Maternal Control and MotherâAdolescent Relationship Quality in Hong Kong,"Wong, Sin Man; Leung, Angel Nga-man; McBride-Chang, Catherine",2010,Social Development,10.1111/j.1467-9507.2008.00523.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Nonlinearity, data-snooping, and stock index ETF return predictability","Yang, Jian; Cabrera, Juan; Wang, Tao",2010,European Journal of Operational Research,10.1016/j.ejor.2009.01.009,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Embryo quality and implantation rate in two different culture media: ISM1 versus Universal IVF Medium,"Xella, Susanna; Marsella, Tiziana; Tagliasacchi, Daniela; Giulini, Simone; La Marca, Antonio; Tirelli, Alessandra; Volpe, Annibale",2010,Fertility and Sterility,10.1016/j.fertnstert.2008.12.030,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
A continuous esterification of malonic acid with citronellol using packed bed reactor: Investigation of parameter and kinetics study,"Aziah Serri, N.; Kamaruddin, A.H.; Len, K.Y. Tau",2010,Food and Bioproducts Processing,10.1016/j.fbp.2008.12.002,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Nitrogen, sustainable agriculture and food security. A review","Spiertz, J. H. J.",2010,Agronomy for Sustainable Development,10.1051/agro:2008064,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Cost optimization of the supply chain network using genetic algorithms - Withdrawn,"Lau, Henry C. W.; Chan, T. M.; Tsui, Wan Ting; Ho, G.T.S.",2019,IEEE Transactions on Knowledge and Data Engineering,10.1109/tkde.2009.20,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
The 10-year follow-up data of the Euro-Lupus Nephritis Trial comparing low-dose and high-dose intravenous cyclophosphamide,"Houssiau, F A; Vasconcelos, C; D'Cruz, D; Sebastiani, G D; de Ramon Garrido, E; Danieli, M G; Abramovicz, D; Blockmans, D; Cauli, A; Direskeneli, H; Galeazzi, M; Gül, A; Levy, Y; Petera, P; Popovic, R; Petrovic, R; Sinico, R A; Cattaneo, R; Font, J; Depresseux, G; Cosyns, J-P; Cervera, R",2010,Annals of the Rheumatic Diseases,10.1136/ard.2008.102533,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Self-representations in Early Adolescence: Variations in Sibling Similarity by Sex Composition and Sibling Relationship Qualities,"Gamble, Wendy C.; Card, Noel A.; Yu, Jeong Jin",2010,Social Development,10.1111/j.1467-9507.2008.00532.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Chemical stability of montmorillonite buffer clay under repository-like conditions—A synthesis of relevant experimental data,"Pusch, Roland; Kasbohm, Jörn; Thao, Hoang Thi Minh",2010,Applied Clay Science,10.1016/j.clay.2009.01.002,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Difference in resource utilization between patients with acute and chronic heart failure from Japanese administrative database,"Kuwabara, Kazuaki; Matsuda, Shinya; Anan, Makoto; Fushimi, Kiyohide; Ishikawa, Koichi B.; Horiguchi, Hiromasa; Hayashida, Kenshi; Fujimori, Kenji",2010,International Journal of Cardiology,10.1016/j.ijcard.2008.11.197,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Antioxidant activity of sparkling wines produced by Champenoise and Charmat methods,"Stefenon, C.A.; Colombo, M.; Bonesi, C. de M.; Marzarotto, V.; Vanderlinde, R.; Salvador, M.; Henriques, J.A.P.",2010,Food Chemistry,10.1016/j.foodchem.2009.01.022,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Epidemiological and mycological data of onychomycosis in Goiania, Brazil","Souza, L. K. H.; Fernandes, O. F. L.; Passos, X. S.; Costa, C. R.; Lemos, J. A.; Silva, M. R. R.",2010,Mycoses,10.1111/j.1439-0507.2008.01663.x,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Impact of depression on quality of life assessment in heart failure,"Faller, Hermann; Steinbüchel, Thomas; Störk, Stefan; Schowalter, Marion; Ertl, Georg; Angermann, Christiane E.",2010,International Journal of Cardiology,10.1016/j.ijcard.2008.12.093,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Beam quality factor of mixed modes emerging from a multimode step-index fiber,"Fu, Yuqing; Feng, Guoying; Zhang, Dayong; Chen, Jianguo; Zhou, Shouhuan",2010,Optik,10.1016/j.ijleo.2008.08.003,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
New rotation-free finite element shell triangle accurately using geometrical data,"Ubach, P.-A.; Oñate, E.",2010,Computer Methods in Applied Mechanics and Engineering,10.1016/j.cma.2009.01.006,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Geographically weighted regression bandwidth selection and spatial autocorrelation: an empirical example using Chinese agriculture data,"Cho, Seong-Hoon; Lambert, Dayton M.; Chen, Zhuo",2010,Applied Economics Letters,10.1080/13504850802314452,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Review of: Technologies in the Second Language Composition Classroom,"Simpson, Steve",2010,Journal of English for Academic Purposes,10.1016/j.jeap.2008.12.001,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Arable land requirements based on food consumption patterns: Case study in rural Guyuan District, Western China","Zhen, Lin; Cao, Shuyan; Cheng, Shengkui; Xie, Gaodi; Wei, Yunjie; Liu, Xuelin; Li, Fen",2010,Ecological Economics,10.1016/j.ecolecon.2008.12.008,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
"Systematics of the southern Patagonian-Fueguian endemic Abrothrix lanosus (Rodentia: Sigmodontinae): Phylogenetic position, karyotypic and morphological data","Feijoo, Matías; D’Elía, Guillermo; Pardiñas, Ulyses F.J.; Lessa, Enrique P.",2010,Mammalian Biology,10.1016/j.mambio.2008.10.004,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Female obesity impairs in vitro fertilization outcome without affecting embryo quality,"Bellver, José; Ayllón, Yanira; Ferrando, Marcos; Melo, Marco; Goyri, Eduardo; Pellicer, Antonio; Remohí, José; Meseguer, Marcos",2010,Fertility and Sterility,10.1016/j.fertnstert.2008.12.032,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Dynamical consequences of predator interference in a tri-trophic model food chain,"Naji, Raid Kamel; Upadhyay, Ranjit Kumar; Rai, Vikas",2010,Nonlinear Analysis: Real World Applications,10.1016/j.nonrwa.2009.01.026,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
An optimal sequential preventive maintenance policy under stochastic maintenance quality,"Liu, Yu; Li, Yanfeng; Huang, Hong-Zhong; Kuang, Yuanhui",2011,Structure and Infrastructure Engineering,10.1080/15732470802658920,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
Data Mining on DNA Sequences of Hepatitis B Virus,"Kwong-Sak Leung; Kin Hong Lee; Jin-Feng Wang; Ng, Eddie Y T; Chan, Henry L Y; Tsui, Stephen K W; Mok, Tony S K; Tse, Pete Chi-Hang; Sung, Joseph Jao-Yiu",2011,IEEE/ACM Transactions on Computational Biology and Bioinformatics,10.1109/tcbb.2009.6,D_calidad_open_food_facts,"""food composition database"" ""data quality""",Crossref
